suburb,date,price
Forde,2011-11-16,276000
Scullin,2011-11-16,410000
Gowrie,2011-11-16,455000
Bonner,2011-11-16,228655
Nicholls,2011-11-16,640000
Reid,2011-11-16,1415000
Forde,2011-11-16,314000
Ngunnawal,2011-11-16,409000
Macarthur,2011-11-16,558000
Evatt,2011-11-16,425000
Bonner,2011-11-16,261500
Page,2011-11-16,490000
Casey,2011-11-17,240000
Casey,2011-11-17,260000
Flynn,2011-11-17,636000
Nicholls,2011-11-17,560000
Casey,2011-11-17,260000
Lyneham,2011-11-17,563000
Spence,2011-11-17,385000
Melba,2011-11-17,540000
Duffy,2011-11-17,845000
Casey,2011-11-17,485000
Amaroo,2011-11-17,768000
Palmerston,2011-11-17,485000
Gungahlin,2011-11-17,550000
Cook,2011-11-17,545000
Rivett,2011-11-17,496000
Yarralumla,2011-11-17,1000000
Casey,2011-11-17,110000
Deakin,2011-11-17,896500
Nicholls,2011-11-17,660000
Lyons,2011-11-17,680000
Nicholls,2011-11-17,910000
Holt,2011-11-17,415000
Isaacs,2011-11-17,960000
Ngunnawal,2011-11-18,336900
Watson,2011-11-18,640000
Crace,2011-11-18,318000
Calwell,2011-11-18,490000
Bruce,2011-11-18,1200000
Gordon,2011-11-18,432000
Kambah,2011-11-18,452000
Conder,2011-11-18,470000
Isabella Plains,2011-11-18,425000
Franklin,2011-11-18,530000
Kaleen,2011-11-18,650000
Bonner,2011-11-18,222500
Ngunnawal,2011-11-18,359900
Forrest,2011-11-18,2690000
Farrer,2011-11-18,915000
Ngunnawal,2011-11-18,380000
Ngunnawal,2011-11-18,366000
Campbell,2011-11-18,830000
Giralang,2011-11-18,480000
Gungahlin,2011-11-18,702000
Holt,2011-11-18,405000
Casey,2011-11-18,510000
Lyons,2011-11-19,610000
Narrabundah,2011-11-19,715000
O'Connor,2011-11-19,961000
Narrabundah,2011-11-19,562000
Amaroo,2011-11-19,806000
Narrabundah,2011-11-19,1261000
Melba,2011-11-19,530000
Hughes,2011-11-19,840000
Kambah,2011-11-19,592000
Aranda,2011-11-19,855000
Farrer,2011-11-19,877000
Giralang,2011-11-19,522000
Downer,2011-11-19,610000
Braddon,2011-11-19,508000
Evatt,2011-11-20,750000
Crace,2011-11-21,249000
Ngunnawal,2011-11-21,550000
Casey,2011-11-21,260000
Higgins,2011-11-21,485000
Richardson,2011-11-21,399000
Ngunnawal,2011-11-21,410000
Harrison,2011-11-21,541000
Ngunnawal,2011-11-21,359900
Wanniassa,2011-11-21,420000
Campbell,2011-11-21,990000
Griffith,2011-11-21,1350000
Stirling,2011-11-21,615000
Wanniassa,2011-11-21,430000
Harrison,2011-11-21,147000
Casey,2011-11-21,241000
Amaroo,2011-11-21,472000
Monash,2011-11-21,780000
Scullin,2011-11-22,447000
Casey,2011-11-22,130000
O'Malley,2011-11-22,780000
O'Connor,2011-11-22,453333
Calwell,2011-11-22,645000
Duffy,2011-11-22,519000
Giralang,2011-11-22,520000
Casey,2011-11-22,425100
Fadden,2011-11-22,45000
Rivett,2011-11-22,545000
Casey,2011-11-22,130000
Ngunnawal,2011-11-22,475000
Rivett,2011-11-22,490000
Fisher,2011-11-22,855000
Fadden,2011-11-22,522500
Casey,2011-11-22,130000
Ngunnawal,2011-11-22,415000
Gungahlin,2011-11-22,760000
Higgins,2011-11-23,415000
Chisholm,2011-11-23,460000
Flynn,2011-11-23,404000
Deakin,2011-11-23,832000
Wanniassa,2011-11-23,675000
Conder,2011-11-23,970000
Cook,2011-11-23,515000
Kambah,2011-11-23,610000
O'Connor,2011-11-23,1175000
Charnwood,2011-11-23,427500
Forde,2011-11-23,690000
Holt,2011-11-23,405000
Wanniassa,2011-11-23,412000
Latham,2011-11-23,410000
Forde,2011-11-23,287000
Crace,2011-11-24,470000
Casey,2011-11-24,275000
Deakin,2011-11-24,1050000
Deakin,2011-11-24,2100000
Macarthur,2011-11-24,485000
Casey,2011-11-24,571190
Crace,2011-11-24,279500
Watson,2011-11-24,429900
Casey,2011-11-24,479950
Curtin,2011-11-24,550000
Crace,2011-11-24,390000
Ngunnawal,2011-11-24,520000
Deakin,2011-11-24,757000
Latham,2011-11-24,455000
Harrison,2011-11-24,585000
Hackett,2011-11-24,610000
Curtin,2011-11-24,620000
Isaacs,2011-11-24,960000
Mawson,2011-11-24,560000
Fraser,2011-11-24,545000
Dunlop,2011-11-24,495000
Crace,2011-11-24,261000
Lyons,2011-11-24,809000
Casey,2011-11-24,110000
Charnwood,2011-11-25,397000
Franklin,2011-11-25,600000
Gungahlin,2011-11-25,540000
Kambah,2011-11-25,523000
Banks,2011-11-25,471500
Franklin,2011-11-25,833000
Palmerston,2011-11-25,530000
Latham,2011-11-25,380000
Dunlop,2011-11-25,520000
Calwell,2011-11-25,499950
Isabella Plains,2011-11-25,510000
Nicholls,2011-11-25,610000
Rivett,2011-11-25,515000
Florey,2011-11-25,400000
Isabella Plains,2011-11-25,445000
Spence,2011-11-25,440000
Harrison,2011-11-26,342000
Duffy,2011-11-26,935000
Curtin,2011-11-26,1220000
Isaacs,2011-11-26,852000
Florey,2011-11-26,523000
O'Connor,2011-11-26,851982
Curtin,2011-11-26,670000
Red Hill,2011-11-26,1145000
Bonner,2011-11-26,250000
Harrison,2011-11-26,291000
Wright,2011-11-26,296000
Harrison,2011-11-26,278000
Bonner,2011-11-26,226000
Farrer,2011-11-26,545000
O'Connor,2011-11-26,903018
Forde,2011-11-26,324000
Stirling,2011-11-26,688000
Deakin,2011-11-26,791000
Dunlop,2011-11-26,403000
Dunlop,2011-11-26,360000
Fadden,2011-11-26,950000
Deakin,2011-11-26,847000
Curtin,2011-11-26,602500
Harrison,2011-11-28,610000
Nicholls,2011-11-28,940000
Hackett,2011-11-28,610000
Casey,2011-11-28,240000
Crace,2011-11-28,270500
Giralang,2011-11-28,550000
Amaroo,2011-11-28,315000
Theodore,2011-11-28,445000
Wanniassa,2011-11-28,470000
Conder,2011-11-28,470000
Kambah,2011-11-28,434000
Gungahlin,2011-11-28,470000
Theodore,2011-11-28,420000
Calwell,2011-11-28,373450
Kaleen,2011-11-28,607000
Flynn,2011-11-28,552500
Wanniassa,2011-11-28,600000
Macarthur,2011-11-29,500000
Hughes,2011-11-29,730000
Chapman,2011-11-29,639000
Fisher,2011-11-29,595000
Casey,2011-11-29,535000
Page,2011-11-29,525000
Franklin,2011-11-29,517000
Casey,2011-11-29,245000
Franklin,2011-11-29,428000
Harrison,2011-11-29,490000
Ainslie,2011-11-29,940000
Florey,2011-11-29,455000
O'Connor,2011-11-29,805000
Crace,2011-11-29,351000
Richardson,2011-11-29,450000
O'Connor,2011-11-29,940000
Griffith,2011-11-30,1580000
Aranda,2011-11-30,680000
Crace,2011-11-30,131000
Palmerston,2011-11-30,592000
Ngunnawal,2011-11-30,395000
Harrison,2011-11-30,580000
Casey,2011-11-30,477000
Calwell,2011-11-30,430000
Kaleen,2011-11-30,450000
Spence,2011-11-30,419500
Curtin,2011-11-30,638000
Gordon,2011-11-30,410000
Bonython,2011-11-30,464000
McKellar,2011-11-30,541000
Monash,2011-12-01,360000
Casey,2011-12-01,590000
Yarralumla,2011-12-01,1725000
Giralang,2011-12-01,455000
Farrer,2011-12-01,855000
Wanniassa,2011-12-01,590000
Kambah,2011-12-01,434500
Dunlop,2011-12-01,486000
Crace,2011-12-01,314000
Flynn,2011-12-01,455000
Gungahlin,2011-12-01,508000
Florey,2011-12-01,326000
Conder,2011-12-01,420000
Page,2011-12-01,453000
Yarralumla,2011-12-01,1760000
Casey,2011-12-02,341000
Forde,2011-12-02,510000
Hackett,2011-12-02,620000
Chisholm,2011-12-02,50000
Forde,2011-12-02,545000
Forrest,2011-12-02,2200000
Forde,2011-12-02,333000
Watson,2011-12-02,220000
Chisholm,2011-12-02,476500
Evatt,2011-12-02,382000
Forrest,2011-12-02,2450000
Forde,2011-12-02,286000
Richardson,2011-12-02,22000
Forrest,2011-12-02,3400000
Evatt,2011-12-02,530000
Gordon,2011-12-02,515000
Crace,2011-12-02,437000
Kambah,2011-12-02,479950
Isaacs,2011-12-02,950000
Forde,2011-12-02,120000
Ngunnawal,2011-12-02,480000
Watson,2011-12-02,585000
Melba,2011-12-02,433000
Deakin,2011-12-03,791000
Deakin,2011-12-03,795000
Deakin,2011-12-03,997000
Deakin,2011-12-03,1265000
Spence,2011-12-03,600000
O'Malley,2011-12-03,1175000
Red Hill,2011-12-03,1270000
Red Hill,2011-12-03,1200000
Yarralumla,2011-12-03,665000
Kaleen,2011-12-03,471000
Weetangera,2011-12-05,650000
Giralang,2011-12-05,410000
Watson,2011-12-05,644000
Dunlop,2011-12-05,415000
Banks,2011-12-05,430000
Conder,2011-12-05,375000
Garran,2011-12-05,580000
Dunlop,2011-12-05,615000
Richardson,2011-12-05,465500
Gordon,2011-12-05,445000
Kambah,2011-12-05,580000
Giralang,2011-12-05,555000
Narrabundah,2011-12-05,638000
Chisholm,2011-12-05,360000
Florey,2011-12-06,460000
Isaacs,2011-12-06,815000
Duffy,2011-12-06,571000
Crace,2011-12-06,245000
Wanniassa,2011-12-06,392500
Dickson,2011-12-06,685000
Franklin,2011-12-06,479000
Ngunnawal,2011-12-06,410000
Evatt,2011-12-06,432500
Wanniassa,2011-12-07,285000
Dunlop,2011-12-07,520000
Melba,2011-12-07,487000
Casey,2011-12-07,590000
O'Connor,2011-12-07,725000
Narrabundah,2011-12-07,625000
Mawson,2011-12-07,570000
Holt,2011-12-07,405000
Watson,2011-12-07,570000
Waramanga,2011-12-07,590000
Rivett,2011-12-07,510000
Duffy,2011-12-07,485000
Chapman,2011-12-07,849000
Ngunnawal,2011-12-07,389000
Downer,2011-12-07,450000
Crace,2011-12-07,356500
Wanniassa,2011-12-07,576000
Fisher,2011-12-07,660000
Bonner,2011-12-07,690000
Watson,2011-12-08,580000
Dickson,2011-12-08,610000
Crace,2011-12-08,558500
Chifley,2011-12-08,485000
Franklin,2011-12-08,401250
Watson,2011-12-08,640000
Kambah,2011-12-08,478000
Kambah,2011-12-08,465000
Kambah,2011-12-08,398000
Gungahlin,2011-12-08,488000
Flynn,2011-12-08,320000
Chisholm,2011-12-08,405000
Chisholm,2011-12-08,401500
Watson,2011-12-08,587500
Amaroo,2011-12-08,525000
Rivett,2011-12-09,445000
Calwell,2011-12-09,452500
Dunlop,2011-12-09,490000
Crace,2011-12-09,228000
Casey,2011-12-09,449000
Wanniassa,2011-12-09,640000
Griffith,2011-12-09,950000
Bruce,2011-12-09,535000
Curtin,2011-12-09,680000
Forde,2011-12-09,340000
Curtin,2011-12-09,835000
Wanniassa,2011-12-09,517500
Franklin,2011-12-09,483000
Forde,2011-12-09,276000
Lyneham,2011-12-09,720000
Casey,2011-12-09,605000
Lyons,2011-12-09,760000
Chapman,2011-12-09,775000
Ngunnawal,2011-12-09,379000
Forde,2011-12-09,265000
Campbell,2011-12-10,1580000
Forde,2011-12-10,735000
Fadden,2011-12-10,790000
Farrer,2011-12-10,525000
Wanniassa,2011-12-10,585000
Rivett,2011-12-10,610000
Campbell,2011-12-10,1221000
Rivett,2011-12-10,640000
Red Hill,2011-12-10,955000
Curtin,2011-12-10,545000
Evatt,2011-12-10,575000
Red Hill,2011-12-10,1327000
Yarralumla,2011-12-11,975000
Conder,2011-12-12,450000
Farrer,2011-12-12,637500
Gordon,2011-12-12,355000
Fisher,2011-12-12,500000
Chifley,2011-12-12,505000
Chisholm,2011-12-12,620000
Narrabundah,2011-12-12,915000
Nicholls,2011-12-12,678000
Amaroo,2011-12-12,525000
Farrer,2011-12-13,595000
Farrer,2011-12-13,412500
Watson,2011-12-13,580000
Giralang,2011-12-13,425000
Florey,2011-12-13,596000
Evatt,2011-12-13,425000
Casey,2011-12-13,255000
Flynn,2011-12-13,450000
Melba,2011-12-13,470000
Duffy,2011-12-13,460000
Forde,2011-12-13,276000
Bonner,2011-12-13,230000
Hughes,2011-12-14,950000
Forde,2011-12-14,120000
Fraser,2011-12-14,460000
Wanniassa,2011-12-14,610000
Bonner,2011-12-14,550000
Crace,2011-12-14,107000
Richardson,2011-12-14,445000
Ngunnawal,2011-12-14,336900
Kambah,2011-12-14,440000
Kambah,2011-12-14,435000
Gungahlin,2011-12-14,790000
Crace,2011-12-14,281600
Wanniassa,2011-12-15,590000
Waramanga,2011-12-15,429000
Latham,2011-12-15,470000
Dunlop,2011-12-15,495000
Casey,2011-12-15,110000
Pearce,2011-12-15,300000
Red Hill,2011-12-15,750000
Downer,2011-12-15,300000
Dunlop,2011-12-15,421000
Harrison,2011-12-15,147000
Kambah,2011-12-15,645000
Bonner,2011-12-15,214000
Kambah,2011-12-15,517000
Hughes,2011-12-16,690000
Duffy,2011-12-16,587000
Weetangera,2011-12-16,660000
Duffy,2011-12-16,890000
Ngunnawal,2011-12-16,200000
Flynn,2011-12-16,456500
Gungahlin,2011-12-16,706000
Red Hill,2011-12-16,1950000
Downer,2011-12-16,555000
Isabella Plains,2011-12-16,500000
Downer,2011-12-16,605000
Yarralumla,2011-12-16,1100000
Casey,2011-12-16,110000
Crace,2011-12-16,331500
Gowrie,2011-12-16,455000
Nicholls,2011-12-16,555000
Macquarie,2011-12-16,558000
Lyneham,2011-12-16,625000
Gordon,2011-12-16,200000
Crace,2011-12-16,235000
Watson,2011-12-16,400000
Waramanga,2011-12-17,620000
Ainslie,2011-12-17,730000
Hughes,2011-12-17,925000
Farrer,2011-12-17,862500
O'Connor,2011-12-17,600000
Curtin,2011-12-17,815000
Amaroo,2011-12-19,417000
Casey,2011-12-19,295000
Crace,2011-12-19,605000
Kambah,2011-12-19,170000
Bonner,2011-12-19,360000
Crace,2011-12-19,299500
Casey,2011-12-19,292500
Crace,2011-12-19,580000
Crace,2011-12-19,383000
Bonner,2011-12-19,255000
Dunlop,2011-12-19,440000
Holt,2011-12-19,475000
Forde,2011-12-19,840000
Theodore,2011-12-20,510000
Giralang,2011-12-20,420000
Casey,2011-12-20,570000
Spence,2011-12-20,390000
Gordon,2011-12-20,420000
Theodore,2011-12-20,447500
Turner,2011-12-20,2700000
Charnwood,2011-12-20,382650
Forde,2011-12-20,295000
Bonner,2011-12-20,266000
Cook,2011-12-20,250000
Nicholls,2011-12-20,730000
Page,2011-12-20,470000
Melba,2011-12-20,468000
Crace,2011-12-20,344000
Conder,2011-12-20,435000
Crace,2011-12-20,240500
Kaleen,2011-12-20,350000
Kambah,2011-12-20,495000
Palmerston,2011-12-20,610000
Downer,2011-12-20,626000
Casey,2011-12-20,245000
Hughes,2011-12-21,1150000
Ngunnawal,2011-12-21,437900
Scullin,2011-12-21,470000
Flynn,2011-12-21,490000
Macarthur,2011-12-21,434000
Downer,2011-12-21,630000
Harrison,2011-12-21,130983
Crace,2011-12-21,303000
Yarralumla,2011-12-21,835000
Crace,2011-12-21,200000
Ngunnawal,2011-12-21,527000
Kambah,2011-12-21,407000
Chapman,2011-12-21,830000
Dunlop,2011-12-21,442000
Kaleen,2011-12-21,587500
Kambah,2011-12-21,380000
Chisholm,2011-12-21,455000
Kambah,2011-12-21,980000
Forde,2011-12-21,120000
Chisholm,2011-12-21,515000
Calwell,2011-12-21,530000
Fadden,2011-12-22,533500
Nicholls,2011-12-22,1220000
Curtin,2011-12-22,630000
Casey,2011-12-22,282000
Aranda,2011-12-22,520000
Casey,2011-12-22,604000
Conder,2011-12-22,700000
Evatt,2011-12-22,550000
Harrison,2011-12-22,702500
Hawker,2011-12-22,698000
Aranda,2011-12-22,780000
Holt,2011-12-22,470000
Stirling,2011-12-22,520000
Casey,2011-12-22,261000
Hackett,2011-12-22,850000
Kambah,2011-12-22,960000
Casey,2011-12-22,265000
Amaroo,2011-12-22,465000
Ngunnawal,2011-12-22,235000
Casey,2011-12-22,252000
Kambah,2011-12-22,865000
Crace,2011-12-22,273500
Kambah,2011-12-22,495000
Crace,2011-12-22,294000
Calwell,2011-12-22,505000
Bonner,2011-12-22,260000
Melba,2011-12-22,440000
Isabella Plains,2011-12-22,560000
Rivett,2011-12-22,460000
Richardson,2011-12-22,412500
Richardson,2011-12-22,385000
Ainslie,2011-12-23,685000
Kambah,2011-12-23,405250
Palmerston,2011-12-23,585000
Gungahlin,2011-12-23,650500
Forde,2011-12-23,445000
Bruce,2011-12-23,615000
Chisholm,2011-12-23,491500
Yarralumla,2011-12-23,1262500
Bonner,2011-12-23,535000
Casey,2011-12-23,275000
Crace,2011-12-23,805000
Lyneham,2011-12-23,770000
Wanniassa,2011-12-23,487000
Kaleen,2011-12-23,790000
Harrison,2011-12-23,615000
Fraser,2011-12-23,652500
Harrison,2011-12-23,555000
Amaroo,2011-12-23,575000
Latham,2011-12-23,509950
Ngunnawal,2011-12-23,449000
Holder,2011-12-23,272500
Bonner,2011-12-23,470000
Harrison,2011-12-23,140444
Kambah,2011-12-23,475000
Macarthur,2011-12-23,555000
Nicholls,2011-12-23,610000
Forde,2011-12-23,527000
Mawson,2011-12-23,625000
Bonner,2011-12-29,506000
Theodore,2012-01-01,515000
McKellar,2012-01-03,560000
Downer,2012-01-03,310000
Nicholls,2012-01-03,715000
Downer,2012-01-04,545000
Bruce,2012-01-05,645000
Ainslie,2012-01-06,300000
Fraser,2012-01-06,875000
Ngunnawal,2012-01-08,319900
Rivett,2012-01-09,570000
Wanniassa,2012-01-09,510000
Conder,2012-01-09,439000
Mawson,2012-01-09,670000
Spence,2012-01-09,460000
Bonner,2012-01-10,572500
Flynn,2012-01-10,484000
Chisholm,2012-01-10,490000
Amaroo,2012-01-10,565000
Forde,2012-01-10,310000
Higgins,2012-01-10,460000
Gordon,2012-01-10,810000
Palmerston,2012-01-11,485000
Ainslie,2012-01-11,608000
Spence,2012-01-11,529000
Forde,2012-01-11,270000
Harrison,2012-01-11,505000
Crace,2012-01-11,315500
Lyons,2012-01-11,534000
Higgins,2012-01-11,430000
Latham,2012-01-12,364900
Narrabundah,2012-01-12,570000
Evatt,2012-01-12,440000
Torrens,2012-01-12,970000
Ainslie,2012-01-12,735000
Giralang,2012-01-12,441000
Farrer,2012-01-12,720000
Stirling,2012-01-12,620000
Theodore,2012-01-12,398000
Hackett,2012-01-12,765000
Dickson,2012-01-12,750000
Dickson,2012-01-12,1000000
Ainslie,2012-01-12,611000
Spence,2012-01-13,410000
Holder,2012-01-13,510000
Rivett,2012-01-13,476000
Downer,2012-01-13,590000
Evatt,2012-01-13,457000
Melba,2012-01-13,500000
Campbell,2012-01-13,1375000
Watson,2012-01-14,399900
Dunlop,2012-01-15,530000
Bonner,2012-01-15,475000
Duffy,2012-01-16,441000
Isabella Plains,2012-01-16,429000
Casey,2012-01-16,465000
Forde,2012-01-16,600000
Campbell,2012-01-16,900000
Fisher,2012-01-16,616500
Chisholm,2012-01-16,408000
Ainslie,2012-01-16,751500
Calwell,2012-01-16,413300
Waramanga,2012-01-16,575000
Chisholm,2012-01-16,431000
Conder,2012-01-16,575000
Kaleen,2012-01-16,530500
Gowrie,2012-01-16,608000
Amaroo,2012-01-17,530000
Calwell,2012-01-17,480000
Chapman,2012-01-17,570000
Palmerston,2012-01-17,655000
Crace,2012-01-17,636000
Ngunnawal,2012-01-17,200000
Campbell,2012-01-17,700000
Holt,2012-01-17,396000
Crace,2012-01-17,575000
Holder,2012-01-17,575000
Kambah,2012-01-17,430000
Gilmore,2012-01-17,455000
Curtin,2012-01-17,850000
Kambah,2012-01-17,1015000
Forde,2012-01-17,455500
Dunlop,2012-01-17,489950
Banks,2012-01-17,475000
Spence,2012-01-18,660800
Rivett,2012-01-18,495000
Gordon,2012-01-18,625000
Giralang,2012-01-18,635000
Casey,2012-01-18,560000
Duffy,2012-01-18,457500
Bruce,2012-01-18,635000
Isabella Plains,2012-01-18,520000
Dunlop,2012-01-18,512500
Latham,2012-01-19,470000
Wanniassa,2012-01-19,520000
Conder,2012-01-19,485000
Yarralumla,2012-01-19,899000
Crace,2012-01-19,605000
Crace,2012-01-19,276500
Torrens,2012-01-19,885000
Forde,2012-01-19,705000
Harrison,2012-01-19,345000
Evatt,2012-01-19,617000
Franklin,2012-01-20,533000
Charnwood,2012-01-20,410000
Hughes,2012-01-20,900000
Crace,2012-01-20,295000
Chisholm,2012-01-20,600000
Dunlop,2012-01-20,607000
Wanniassa,2012-01-20,437500
Aranda,2012-01-20,647500
Bonner,2012-01-20,460000
Bonner,2012-01-20,22500
Macarthur,2012-01-20,460000
Ngunnawal,2012-01-20,435000
Casey,2012-01-20,87500
Amaroo,2012-01-20,510000
Campbell,2012-01-20,715000
Gordon,2012-01-20,650000
Amaroo,2012-01-20,742000
Fadden,2012-01-20,515000
Deakin,2012-01-21,985000
Wanniassa,2012-01-21,455000
Monash,2012-01-22,435000
Fisher,2012-01-23,447000
Fisher,2012-01-23,590000
Franklin,2012-01-23,530000
Kambah,2012-01-23,533000
Ngunnawal,2012-01-23,220000
Chisholm,2012-01-23,495000
Evatt,2012-01-23,525000
Monash,2012-01-23,825000
Crace,2012-01-23,228000
Ngunnawal,2012-01-23,416000
Spence,2012-01-23,450000
Scullin,2012-01-24,420000
Kaleen,2012-01-24,715000
Griffith,2012-01-24,1260000
Bonner,2012-01-24,250000
Higgins,2012-01-24,430000
Garran,2012-01-24,668000
Wanniassa,2012-01-24,479000
Ngunnawal,2012-01-24,423000
Forde,2012-01-24,120000
Bonner,2012-01-24,10000
Fraser,2012-01-24,435000
Florey,2012-01-24,632500
Forde,2012-01-24,276000
Duffy,2012-01-24,535000
Wanniassa,2012-01-24,575000
Forde,2012-01-24,635000
Holder,2012-01-24,625000
Fadden,2012-01-24,630000
Deakin,2012-01-25,685000
Gungahlin,2012-01-25,515000
Casey,2012-01-25,290000
Bruce,2012-01-25,980000
Nicholls,2012-01-25,550000
Casey,2012-01-25,500000
Amaroo,2012-01-25,511000
Calwell,2012-01-25,670000
Chapman,2012-01-25,477000
Amaroo,2012-01-25,575000
Evatt,2012-01-25,470000
Monash,2012-01-25,550000
Hughes,2012-01-25,865000
Latham,2012-01-25,469950
Torrens,2012-01-25,532000
Wanniassa,2012-01-25,470000
Yarralumla,2012-01-27,990000
Rivett,2012-01-27,432000
Dunlop,2012-01-27,405000
Kaleen,2012-01-27,620000
Kaleen,2012-01-27,685000
Isabella Plains,2012-01-27,418000
Crace,2012-01-27,580000
Rivett,2012-01-27,690000
Chisholm,2012-01-27,460000
Hughes,2012-01-28,565000
Fraser,2012-01-28,590000
Weetangera,2012-01-30,710000
Calwell,2012-01-30,517500
Ngunnawal,2012-01-30,432000
Dunlop,2012-01-30,480000
Evatt,2012-01-30,742500
Curtin,2012-01-30,630000
Crace,2012-01-30,595000
Charnwood,2012-01-30,450000
Gordon,2012-01-30,391500
Gungahlin,2012-01-30,460000
Kambah,2012-01-30,490000
Aranda,2012-01-30,700000
Gordon,2012-01-30,610000
Hackett,2012-01-31,540000
Deakin,2012-01-31,2450000
Casey,2012-01-31,318000
Forde,2012-01-31,546400
Casey,2012-01-31,529950
Hackett,2012-01-31,575000
Palmerston,2012-01-31,746500
Bonner,2012-01-31,230000
Duffy,2012-01-31,760000
Chapman,2012-01-31,580000
Casey,2012-01-31,257000
